Entity,Code,Year,Gas Consumption - TWh,Coal Consumption - TWh,Oil Consumption - TWh
South America,,2014,1484.237,383.0173,3051.638
South America,,2015,1545.6106,374.87225,2913.32
South America,,2016,1534.115,360.47574,2761.4429
South America,,2017,1538.7134,358.6936,2738.072
South America,,2018,1470.7501,350.5871,2638.7769
South America,,2019,1398.9711,345.4647,2595.695
South America,,2020,1270.6459,306.1016,2318.1807
South America,,2021,1414.6879,340.1933,2549.0278
South Korea,KOR,1965,0,57.59176,15.124585
South Korea,KOR,1966,0,65.20941,22.645342
South Korea,KOR,1967,0,62.20887,39.257145
South Korea,KOR,1968,0,58.7315,58.03968
South Korea,KOR,1969,0,61.33662,78.770836
South Korea,KOR,1970,0,65.46527,98.390976
South Korea,KOR,1971,0,66.16307,111.12396
South Korea,KOR,1972,0,67.81453,115.992966
South Korea,KOR,1973,0,85.75962,142.77954
South Korea,KOR,1974,0,88.44615,147.48795
South Korea,KOR,1975,0,93.44705,167.17403
South Korea,KOR,1976,0,104.16991,187.67162
South Korea,KOR,1977,0,113.71814,223.60997
South Korea,KOR,1978,0,115.06722,255.6979
South Korea,KOR,1979,0,137.73409,287.68427
South Korea,KOR,1980,0,153.50436,284.98254
South Korea,KOR,1981,0,177.29004,282.1468
South Korea,KOR,1982,0,179.69048,280.0684
South Korea,KOR,1983,0,191.79149,293.03107
South Korea,KOR,1984,0,231.0532,294.2903
South Korea,KOR,1985,0,256.11703,311.11945
South Korea,KOR,1986,0.7117561,271.3279,338.9009
South Korea,KOR,1987,22.022568,274.9204,356.26428
South Korea,KOR,1988,28.449306,292.63754,425.95413
South Korea,KOR,1989,27.52821,284.84778,486.68195
South Korea,KOR,1990,31.64174,280.56445,589.9107
South Korea,KOR,1991,36.655434,281.5181,717.34766
South Korea,KOR,1992,47.949326,274.12143,868.07513
South Korea,KOR,1993,59.90264,300.51804,953.1819
South Korea,KOR,1994,79.73761,308.57297,1046.2953
South Korea,KOR,1995,96.43247,319.7715,1141.5756
South Korea,KOR,1996,127.40433,373.323,1221.4814
South Korea,KOR,1997,154.82787,406.20566,1342.7759
South Korea,KOR,1998,144.84235,419.26846,1117.2621
South Korea,KOR,1999,176.35849,443.76706,1198.3898
South Korea,KOR,2000,198.07751,499.2131,1227.2627
South Korea,KOR,2001,217.57753,531.77246,1227.4753
South Korea,KOR,2002,241.77724,571.39,1249.2562
South Korea,KOR,2003,253.2386,594.5768,1259.749
South Korea,KOR,2004,296.7499,618.6974,1250.8655
South Korea,KOR,2005,317.7258,637.27167,1257.2378
South Korea,KOR,2006,334.98587,658.86743,1258.5535
South Korea,KOR,2007,362.81763,693.7644,1292.2332
South Korea,KOR,2008,373.36835,768.74066,1232.242
South Korea,KOR,2009,354.91504,797.7598,1246.8798
South Korea,KOR,2010,450.16473,897.1591,1273.9985
South Korea,KOR,2011,484.45462,973.2845,1286.9058
South Korea,KOR,2012,525.2864,937.80133,1332.9854
South Korea,KOR,2013,549.75824,948.35675,1335.0175
South Korea,KOR,2014,500.03998,981.5569,1329.7904
South Korea,KOR,2015,456.49728,993.21594,1393.7766
South Korea,KOR,2016,476.43692,947.83685,1519.5149
South Korea,KOR,2017,497.56393,1002.23505,1504.5675
South Korea,KOR,2018,578.0401,1007.7488,1499.6989
South Korea,KOR,2019,560.33826,955.36615,1486.9946
South Korea,KOR,2020,575.3731,840.15936,1405.6753
South Korea,KOR,2021,625.47754,843.4018,1497.4318
South and Central America (BP),,1965,147.71014,67.209816,1014.02625
South and Central America (BP),,1966,157.82979,67.89776,1067.0048
South and Central America (BP),,1967,170.15462,71.90734,1097.7972
South and Central America (BP),,1968,178.75238,68.96926,1172.6041
South and Central America (BP),,1969,184.2801,75.04892,1217.7325
South and Central America (BP),,1970,188.00996,83.17477,1282.9456
South and Central America (BP),,1971,191.4859,77.297134,1350.2467
South and Central America (BP),,1972,202.40028,75.72361,1455.6798
South and Central America (BP),,1973,229.72734,79.03736,1594.3616
South and Central America (BP),,1974,242.95543,86.27546,1648.1173
South and Central America (BP),,1975,241.73024,90.53494,1645.8557
South and Central America (BP),,1976,282.5842,91.11081,1719.8939
South and Central America (BP),,1977,304.86447,104.11946,1794.8445
South and Central America (BP),,1978,315.20514,111.575554,1863.3116
South and Central America (BP),,1979,339.18698,118.003624,1948.1646
South and Central America (BP),,1980,360.90677,125.108696,1987.7661
South and Central America (BP),,1981,372.0468,123.52162,1966.1273
South and Central America (BP),,1982,412.8637,124.233475,1898.6062
South and Central America (BP),,1983,427.55777,138.14989,1828.6605
South and Central America (BP),,1984,461.56915,158.64099,1827.863
South and Central America (BP),,1985,471.37405,183.82,1811.6581
South and Central America (BP),,1986,509.39966,185.60352,1899.6208
South and Central America (BP),,1987,511.25092,204.5869,1948.8079
South and Central America (BP),,1988,554.60406,202.7086,1994.8606
South and Central America (BP),,1989,575.12164,218.93727,1995.5415
South and Central America (BP),,1990,595.6102,183.94098,1979.2474
South and Central America (BP),,1991,605.15717,194.67995,1999.7385
South and Central America (BP),,1992,622.5432,204.236,2137.6924
South and Central America (BP),,1993,669.835,206.66234,2164.9705
South and Central America (BP),,1994,703.93097,219.04668,2315.8748
South and Central America (BP),,1995,774.3447,222.49002,2390.882
South and Central America (BP),,1996,857.1985,229.01692,2435.3862
South and Central America (BP),,1997,874.9036,245.931,2592.9211
South and Central America (BP),,1998,937.8664,241.03043,2701.4324
South and Central America (BP),,1999,925.2252,239.11192,2738.7551
South and Central America (BP),,2000,983.33673,243.52031,2738.798
South and Central America (BP),,2001,1031.905,230.52928,2756.0195
South and Central America (BP),,2002,1042.2432,229.51892,2757.4185
South and Central America (BP),,2003,1095.907,243.2382,2712.1667
South and Central America (BP),,2004,1224.2316,258.01544,2803.5627
South and Central America (BP),,2005,1271.3912,241.29884,2870.1074
South and Central America (BP),,2006,1375.1426,279.90408,2927.0095
South and Central America (BP),,2007,1411.4226,299.82407,3087.1025
South and Central America (BP),,2008,1414.4355,318.90253,3161.0068
South and Central America (BP),,2009,1358.4406,269.83835,3119.56
South and Central America (BP),,2010,1472.7887,325.32,3281.7039
South and Central America (BP),,2011,1521.2981,346.9414,3409.2078
South and Central America (BP),,2012,1617.8889,365.09177,3523.3135
South and Central America (BP),,2013,1673.1067,398.94324,3644.0156
South and Central America (BP),,2014,1726.1266,418.45776,3642.2585
South and Central America (BP),,2015,1778.4166,411.95087,3538.857
South and Central America (BP),,2016,1741.8292,399.0772,3409.7393
South and Central America (BP),,2017,1758.2996,390.64795,3378.4785
South and Central America (BP),,2018,1687.392,386.51523,3270.3691
South and Central America (BP),,2019,1628.0659,395.1337,3236.0261
South and Central America (BP),,2020,1472.1095,365.2175,2851.3057
South and Central America (BP),,2021,1633.4739,405.91922,3142.6514
Spain,ESP,1965,0,112.811,166.38136
Spain,ESP,1966,0,104.36762,196.83342
Spain,ESP,1967,0,106.0656,238.4801
Spain,ESP,1968,0,107.36816,253.3006
Spain,ESP,1969,0.9393,108.0427,288.38126
Spain,ESP,1970,0.7474,114.13682,328.98575
Spain,ESP,1971,3.9794,114.70669,362.10995
Spain,ESP,1972,11.716,117.47463,381.81464
Spain,ESP,1973,11.312,115.05559,458.62744
Spain,ESP,1974,14.14,111.43866,480.74136
Spain,ESP,1975,14.5844,123.49897,499.90475
Spain,ESP,1976,16.7458,119.61455,567.02826
Spain,ESP,1977,16.0994,128.12772,535.3549
Spain,ESP,1978,16.4933,110.11284,551.28845
Spain,ESP,1979,15.9378,125.49933,584.30664
Spain,ESP,1980,20.4323,144.66557,618.6684
Spain,ESP,1981,23.331,178.46236,599.03894
Spain,ESP,1982,25.4419,197.76814,566.287
Spain,ESP,1983,27.5124,208.01418,567.4309
Spain,ESP,1984,22.5634,211.47992,535.18097
Spain,ESP,1985,23.937,209.08414,515.2207
Spain,ESP,1986,28.1992,216.6669,510.47852
Spain,ESP,1987,30.1889,210.20062,536.0967
Spain,ESP,1988,38.9557,182.38165,548.8795
Spain,ESP,1989,50.0051,224.83116,575.17896
Spain,ESP,1990,57.79439,223.43556,556.60004
Spain,ESP,1991,65.11024,232.58836,568.6487
Spain,ESP,1992,68.079414,237.29852,637.3579
Spain,ESP,1993,66.77966,213.45702,607.8931
Spain,ESP,1994,73.217926,220.06287,638.54456
Spain,ESP,1995,89.79324,220.58621,679.26404
Spain,ESP,1996,100.489685,186.39401,697.5843
Spain,ESP,1997,131.48898,213.46864,724.83765
Spain,ESP,1998,134.98706,203.42033,785.5994
Spain,ESP,1999,154.5253,227.9829,812.9289
Spain,ESP,2000,176.96399,243.48569,823.6165
Spain,ESP,2001,190.69435,222.92384,858.1524
Spain,ESP,2002,218.03435,251.18474,865.24225
Spain,ESP,2003,248.28728,234.10027,885.71545
Spain,ESP,2004,292.69073,244.79987,906.60706
Spain,ESP,2005,347.01956,238.5662,914.422
Spain,ESP,2006,363.1737,208.27003,920.4873
Spain,ESP,2007,369.57272,233.0303,927.29694
Spain,ESP,2008,405.92172,157.05151,895.1655
Spain,ESP,2009,363.0772,109.6709,839.86475
Spain,ESP,2010,361.9647,80.21211,817.32007
Spain,ESP,2011,336.46085,148.75932,779.9972
Spain,ESP,2012,332.25613,180.17197,729.0679
Spain,ESP,2013,303.28098,132.5471,685.2795
Spain,ESP,2014,275.239,135.36157,683.49054
Spain,ESP,2015,285.43784,159.17297,706.523
Spain,ESP,2016,291.21594,122.07011,730.2117
Spain,ESP,2017,317.12115,156.40977,733.98615
Spain,ESP,2018,314.9725,134.02188,748.05707
Spain,ESP,2019,359.74475,58.98408,748.72864
Spain,ESP,2020,324.9023,34.386036,615.07794
Spain,ESP,2021,338.98648,44.66681,680.68005
Sri Lanka,LKA,1965,0,0,9.374515
Sri Lanka,LKA,1966,0,0,9.601324
Sri Lanka,LKA,1967,0,0,9.834314
Sri Lanka,LKA,1968,0,0,10.081403
Sri Lanka,LKA,1969,0,0,10.303509
Sri Lanka,LKA,1970,0,0,17.574522
Sri Lanka,LKA,1971,0,0,17.690094
Sri Lanka,LKA,1972,0,0,18.611622
Sri Lanka,LKA,1973,0,0,19.797039
Sri Lanka,LKA,1974,0,0,15.812426
Sri Lanka,LKA,1975,0,0,16.39198
Sri Lanka,LKA,1976,0,0.005138889,15.96242
Sri Lanka,LKA,1977,0,0.0293075,17.061384
Sri Lanka,LKA,1978,0,0.03048,17.617271
Sri Lanka,LKA,1979,0,0.019777779,18.467768
Sri Lanka,LKA,1980,0,0.026666667,18.610117
Sri Lanka,LKA,1981,0,0.014805555,19.500782
Sri Lanka,LKA,1982,0,0.20705806,21.070389
Sri Lanka,LKA,1983,0,0.20808388,21.86579
Sri Lanka,LKA,1984,0,0.404445,20.623968
Sri Lanka,LKA,1985,0,0.24471833,18.36743
Sri Lanka,LKA,1986,0,0.09158639,19.134302
Sri Lanka,LKA,1987,0,0.08572472,21.290077
Sri Lanka,LKA,1988,0,0.043961387,19.793789
Sri Lanka,LKA,1989,0,0.005138889,18.507244
Sri Lanka,LKA,1990,0,0,20.58785
Sri Lanka,LKA,1991,0,0.0065833335,20.604216
Sri Lanka,LKA,1992,0,0.0065833335,23.416904
Sri Lanka,LKA,1993,0,0.004472222,23.671654
Sri Lanka,LKA,1994,0,0.004027778,25.714018
Sri Lanka,LKA,1995,0,0.011638889,27.378433
Sri Lanka,LKA,1996,0,0.0024166666,33.236603
Sri Lanka,LKA,1997,0,0,34.04012
Sri Lanka,LKA,1998,0,0.0022722222,35.576878
Sri Lanka,LKA,1999,0,0,38.35613
Sri Lanka,LKA,2000,0,0.0039444445,44.056526
Sri Lanka,LKA,2001,0,0.001025,42.859432
Sri Lanka,LKA,2002,0,0.12653555,45.48564
Sri Lanka,LKA,2003,0,0.69488335,44.725185
Sri Lanka,LKA,2004,0,0.1828061,44.74943
Sri Lanka,LKA,2005,0,0.67949665,51.173447
Sri Lanka,LKA,2006,0,0.5096592,52.58453
Sri Lanka,LKA,2007,0,0.49720332,55.728626
Sri Lanka,LKA,2008,0,0.67033803,51.22881
Sri Lanka,LKA,2009,0,0.68228084,52.808617
Sri Lanka,LKA,2010,0,0.6970081,52.980667
Sri Lanka,LKA,2011,0,3.478508,59.077347
Sri Lanka,LKA,2012,0,5.303183,63.094196
Sri Lanka,LKA,2013,0,5.5788774,53.987404
Sri Lanka,LKA,2014,0,10.707202,61.107456
Sri Lanka,LKA,2015,0,14.409016,63.771805
Sri Lanka,LKA,2016,0,15.2540245,75.87825
Sri Lanka,LKA,2017,0,15.801333,73.499016
Sri Lanka,LKA,2018,0,15.269992,70.724884
Sri Lanka,LKA,2019,0,16.297167,76.57342
Sri Lanka,LKA,2020,0,17.491867,69.272
Sri Lanka,LKA,2021,,16.77748,66.699326
Sweden,SWE,1965,0,25.92705,229.70325
Sweden,SWE,1966,0,24.740417,259.65668
Sweden,SWE,1967,0,24.55678,258.7804
Sweden,SWE,1968,0,21.454315,292.71017
Sweden,SWE,1969,0,20.949097,313.51505
Sweden,SWE,1970,0,22.130146,341.1421
Sweden,SWE,1971,0,19.949358,320.8071
Sweden,SWE,1972,0,17.139631,329.2851
Sweden,SWE,1973,0,18.945211,336.59183
Sweden,SWE,1974,0,20.930023,302.31848
Sweden,SWE,1975,0,22.575237,301.48468
Sweden,SWE,1976,0,21.671343,332.42618
Sweden,SWE,1977,0,17.201967,322.3305
Sweden,SWE,1978,0,17.646048,389.0616
Sweden,SWE,1979,0,20.846624,418.84644
Sweden,SWE,1980,0,19.86897,369.62616
Sweden,SWE,1981,0,17.085283,332.4578
Sweden,SWE,1982,0,19.009607,309.068
Sweden,SWE,1983,0,23.82295,268.6586
Sweden,SWE,1984,0,28.746895,256.70612
Sweden,SWE,1985,0.7138414,33.84138,275.22202
Sweden,SWE,1986,1.8797678,36.079098,293.94498
Sweden,SWE,1987,2.5105367,35.62356,253.78844
Sweden,SWE,1988,3.2286325,34.971607,237.5639
Sweden,SWE,1989,4.31798,32.97284,228.21938
Sweden,SWE,1990,6.009883,34.45712,227.74013
Sweden,SWE,1991,6.420767,33.636505,196.22267
Sweden,SWE,1992,7.2472377,31.32087,206.68947
Sweden,SWE,1993,7.909355,31.88939,203.1321
Sweden,SWE,1994,7.8520327,32.364464,215.15242
Sweden,SWE,1995,7.85987,32.364185,204.58392
Sweden,SWE,1996,8.42212,35.84237,218.79036
Sweden,SWE,1997,8.319568,30.625977,205.3378
Sweden,SWE,1998,8.245899,30.83334,231.65985
Sweden,SWE,1999,8.263589,29.4732,222.60262
Sweden,SWE,2000,8.081546,29.83794,192.10745
Sweden,SWE,2001,9.117825,32.333935,195.41196
Sweden,SWE,2002,9.27882,34.7224,198.44182
Sweden,SWE,2003,9.252622,34.043278,212.62779
Sweden,SWE,2004,9.212317,35.02479,203.5916
Sweden,SWE,2005,8.77725,32.01512,203.84422
Sweden,SWE,2006,9.18875,35.34985,205.53517
Sweden,SWE,2007,9.483,32.937824,200.61662
Sweden,SWE,2008,8.61025,32.947243,189.4598
Sweden,SWE,2009,11.495,23.227459,182.322
Sweden,SWE,2010,15.468,32.03073,181.97824
Sweden,SWE,2011,12.21675,28.60131,168.72264
Sweden,SWE,2012,10.651,24.528612,166.22847
Sweden,SWE,2013,10.2365,25.037483,164.07562
Sweden,SWE,2014,8.40375,23.485413,160.58344
Sweden,SWE,2015,9.33575,23.468328,157.47282
Sweden,SWE,2016,9.989,23.028597,162.5844
Sweden,SWE,2017,9.61625,22.96996,160.9119
Sweden,SWE,2018,10.16875,23.032448,153.67223
Sweden,SWE,2019,10.20175,22.852974,164.6312
Sweden,SWE,2020,12.71675,18.894459,146.9786
Sweden,SWE,2021,13.047478,15.748913,149.25673
Switzerland,CHE,1965,0,14.833333,96.37957
Switzerland,CHE,1966,0,12.263889,102.46807
Switzerland,CHE,1967,0,10.344444,110.83246
Switzerland,CHE,1968,0,9.777778,122.932655
Switzerland,CHE,1969,0.0025,8.844444,133.68282
Switzerland,CHE,1970,0.385,7.588889,149.8176
Switzerland,CHE,1971,0.93,5.125,158.97957
Switzerland,CHE,1972,1.18,4.336111,162.98949
Switzerland,CHE,1973,1.5975,4.116667,175.41582
Switzerland,CHE,1974,3.365,3.55,156.1069
Switzerland,CHE,1975,5.42,2.661111,150.11577
Switzerland,CHE,1976,5.6575,2.5,156.01619
Switzerland,CHE,1977,6.46,2.9166667,156.82472
Switzerland,CHE,1978,7.0875,2.625,160.81917
Switzerland,CHE,1979,7.95,2.713889,154.1364
Switzerland,CHE,1980,9.07,3.9722223,154.0199
Switzerland,CHE,1981,9.785,5.875,142.52438
Switzerland,CHE,1982,10.335,5.197222,134.65762
Switzerland,CHE,1983,11.3625,4.536111,147.3346
Switzerland,CHE,1984,12.6725,5.827778,142.62833
Switzerland,CHE,1985,13.2675,5.852778,145.1502
Switzerland,CHE,1986,13.5875,5.036111,158.84818
Switzerland,CHE,1987,14.5675,4.686111,149.62581
Switzerland,CHE,1988,14.67,4,150.06097
Switzerland,CHE,1989,15.955,4.1361113,143.99309
Switzerland,CHE,1990,17.0775,4.1361113,154.29776
Switzerland,CHE,1991,19.17,3.5138888,156.95248
Switzerland,CHE,1992,20.15,2.4333334,159.13806
Switzerland,CHE,1993,21.14,2.038889,149.1138
Switzerland,CHE,1994,20.8525,2.0638888,154.10162
Switzerland,CHE,1995,22.98,2.213889,142.8001
Switzerland,CHE,1996,24.875,1.6555556,147.92401
Switzerland,CHE,1997,24.015,1.275,155.62619
Switzerland,CHE,1998,24.72,1.0583333,157.54514
Switzerland,CHE,1999,28.458334,1.1,152.87431
Switzerland,CHE,2000,28.3,1.6027777,148.28627
Switzerland,CHE,2001,29.455555,1.675,158.6958
Switzerland,CHE,2002,28.911112,1.5444444,150.41983
Switzerland,CHE,2003,30.558332,1.5861111,146.38762
Switzerland,CHE,2004,31.525,1.5055555,145.67651
Switzerland,CHE,2005,32.363888,1.6777778,148.30247
Switzerland,CHE,2006,31.469444,1.8111111,151.99466
Switzerland,CHE,2007,30.641666,2.0277777,137.10698
Switzerland,CHE,2008,32.64722,1.8222222,146.14087
Switzerland,CHE,2009,31.336111,1.7194444,148.44896
Switzerland,CHE,2010,35.002777,1.725,137.77156
Switzerland,CHE,2011,31.047222,1.5944444,133.62918
Switzerland,CHE,2012,34.033333,1.4361111,136.13542
Switzerland,CHE,2013,35.841667,1.5472223,142.49484
Switzerland,CHE,2014,31.047222,1.5833334,127.74398
Switzerland,CHE,2015,33.172222,1.4472222,129.33615
Switzerland,CHE,2016,34.85,1.3305556,122.2246
Switzerland,CHE,2017,34.997223,1.2805556,125.23693
Switzerland,CHE,2018,33.197224,1.1916667,120.70854
Switzerland,CHE,2019,34.058334,1.0583333,123.37561
Switzerland,CHE,2020,33.14722,1.0166667,102.9138
Switzerland,CHE,2021,36.04156,1.0138888,103.36625
Taiwan,TWN,1965,2.307175,34.71555,25.688173
Taiwan,TWN,1966,2.589275,34.52947,30.388777
Taiwan,TWN,1967,3.3449,35.04119,36.092865
Taiwan,TWN,1968,4.7151,35.32031,43.046486
Taiwan,TWN,1969,5.9241,32.42444,51.549316
Taiwan,TWN,1970,5.6202574,31.68012,61.906002
Taiwan,TWN,1971,11.297574,28.13297,86.650536
Taiwan,TWN,1972,13.151974,26.79552,93.771324
Taiwan,TWN,1973,15.177548,23.98106,119.62499
Taiwan,TWN,1974,15.976367,24.41137,107.38309
Taiwan,TWN,1975,15.86225,22.25982,124.44162
Taiwan,TWN,1976,19.747042,23.57401,160.90163
Taiwan,TWN,1977,20.840843,26.99323,177.99306
Taiwan,TWN,1978,20.528927,29.78443,208.59233
Taiwan,TWN,1979,19.817171,37.59979,209.5899
Taiwan,TWN,1980,20.499619,44.48475,217.76823
Taiwan,TWN,1981,17.468376,41.0539,191.71028
Taiwan,TWN,1982,13.359276,48.153667,216.21272
Taiwan,TWN,1983,13.855264,64.99985,216.6807
Taiwan,TWN,1984,13.94178,75.407715,207.55226
Taiwan,TWN,1985,12.49892,79.88107,205.69667
Taiwan,TWN,1986,11.388483,97.247536,229.20526
Taiwan,TWN,1987,11.518417,105.21525,241.05963
Taiwan,TWN,1988,13.138313,121.93394,281.1456
Taiwan,TWN,1989,13.235776,127.18467,313.0753
Taiwan,TWN,1990,21.242907,125.6601,324.8757
Taiwan,TWN,1991,30.850605,137.64064,337.32336
Taiwan,TWN,1992,30.593306,159.02313,350.88788
Taiwan,TWN,1993,32.01735,178.81401,373.52438
Taiwan,TWN,1994,38.88453,186.09624,397.5515
Taiwan,TWN,1995,43.456387,191.85173,432.55786
Taiwan,TWN,1996,44.342564,216.37762,432.6465
Taiwan,TWN,1997,52.02493,247.48338,444.44904
Taiwan,TWN,1998,61.644417,268.50342,461.01422
Taiwan,TWN,1999,62.734768,277.2957,493.11035
Taiwan,TWN,2000,67.67396,326.856,501.70447
Taiwan,TWN,2001,72.894005,342.9976,519.79895
Taiwan,TWN,2002,81.52753,371.88583,519.2651
Taiwan,TWN,2003,84.14759,396.44778,542.34515
Taiwan,TWN,2004,102.36428,412.37943,554.8023
Taiwan,TWN,2005,103.200806,419.94257,559.18445
Taiwan,TWN,2006,110.69849,440.8106,563.284
Taiwan,TWN,2007,117.44902,461.68237,584.2241
Taiwan,TWN,2008,127.65959,442.00507,551.665
Taiwan,TWN,2009,124.667755,421.60495,541.6952
Taiwan,TWN,2010,154.79768,452.3208,567.0009
Taiwan,TWN,2011,170.39932,468.85687,523.941
Taiwan,TWN,2012,178.85228,458.43036,517.6386
Taiwan,TWN,2013,179.37906,467.62405,532.58734
Taiwan,TWN,2014,188.68169,472.62488,549.42676
Taiwan,TWN,2015,201.8036,458.45123,564.006
Taiwan,TWN,2016,209.65405,464.03384,566.62585
Taiwan,TWN,2017,232.45062,471.0609,559.9253
Taiwan,TWN,2018,236.62138,473.56345,558.3449
Taiwan,TWN,2019,232.5982,464.15848,529.0313
Taiwan,TWN,2020,248.84462,433.23257,508.16095
Taiwan,TWN,2021,272.90454,465.13922,532.5453
Thailand,THA,1965,0,0.52335,27.69635
Thailand,THA,1966,0,0.75595,32.691463
Thailand,THA,1967,0,1.34908,36.284153
Thailand,THA,1968,0,1.48864,47.828487
Thailand,THA,1969,0,1.58168,51.79971
Thailand,THA,1970,0,1.68635,60.30306
Thailand,THA,1971,0,1.3287275,67.13238
Thailand,THA,1972,0,1.0443972,84.27273
Thailand,THA,1973,0,1.1181897,89.21048
Thailand,THA,1974,0,1.6767553,90.82001
Thailand,THA,1975,0,1.6027186,98.46377
Thailand,THA,1976,0,1.8589972,103.67075
Thailand,THA,1977,0,1.7880194,116.48012
Thailand,THA,1978,0,2.302682,127.90059
Thailand,THA,1979,0,4.8418946,130.51672
Thailand,THA,1980,0,5.235454,136.36172
Thailand,THA,1981,2.75631,5.8236647,128.82382
Thailand,THA,1982,14.04904,7.5915174,116.8389
Thailand,THA,1983,16.53786,7.289033,129.59941
Thailand,THA,1984,24.69049,9.178233,136.17995
Thailand,THA,1985,32.45933,18.435015,128.48318
Thailand,THA,1986,34.872528,18.0871,133.24893
Thailand,THA,1987,48.350864,26.114328,144.7503
Thailand,THA,1988,57.064453,26.906239,165.15652
Thailand,THA,1989,55.9458,32.77129,196.06447
Thailand,THA,1990,60.652523,45.35102,237.09035
Thailand,THA,1991,75.0936,53.114277,252.95245
Thailand,THA,1992,81.41338,56.84662,281.2406
Thailand,THA,1993,92.208954,63.31914,324.1255
Thailand,THA,1994,102.05028,73.21662,361.32172
Thailand,THA,1995,105.68729,83.52328,406.18765
Thailand,THA,1996,123.139084,101.62281,449.59583
Thailand,THA,1997,154.46603,104.803856,451.4916
Thailand,THA,1998,164.94919,84.08473,409.83786
Thailand,THA,1999,183.24123,89.39646,431.58682
Thailand,THA,2000,211.95369,91.6959,419.19824
Thailand,THA,2001,245.60529,102.077644,414.67337
Thailand,THA,2002,266.8925,108.9419,448.5174
Thailand,THA,2003,284.2218,111.272194,491.77512
Thailand,THA,2004,297.55035,124.67288,545.1012
Thailand,THA,2005,320.59192,134.76213,543.0306
Thailand,THA,2006,330.11234,143.81847,538.4671
Thailand,THA,2007,351.72046,161.62823,544.2366
Thailand,THA,2008,369.41727,174.30934,528.69336
Thailand,THA,2009,381.24445,174.89503,555.9691
Thailand,THA,2010,432.05563,179.48474,576.52594
Thailand,THA,2011,443.1806,182.51888,584.6589
Thailand,THA,2012,486.33502,191.56169,614.272
Thailand,THA,2013,488.64325,188.53528,620.7598
Thailand,THA,2014,499.44733,207.8704,625.69604
Thailand,THA,2015,509.60956,204.07373,650.0984
Thailand,THA,2016,505.64255,208.03029,671.9494
Thailand,THA,2017,500.83795,208.8567,689.97107
Thailand,THA,2018,500.1961,222.66977,703.21124
Thailand,THA,2019,509.39563,198.45288,710.0924
Thailand,THA,2020,468.5292,212.18327,629.0964
Thailand,THA,2021,470.1373,224.38538,623.85925
Trinidad and Tobago,TTO,1965,11.42775,0,22.197905
Trinidad and Tobago,TTO,1966,13.42375,0,22.353634
Trinidad and Tobago,TTO,1967,14.816,0,23.321835
Trinidad and Tobago,TTO,1968,15.5455,0,23.768787
Trinidad and Tobago,TTO,1969,15.624,0,24.918287
Trinidad and Tobago,TTO,1970,19.11972,0,25.560862
Trinidad and Tobago,TTO,1971,18.635,0,26.413431
Trinidad and Tobago,TTO,1972,19.26075,0,42.87166
Trinidad and Tobago,TTO,1973,18.498,0,43.146194
Trinidad and Tobago,TTO,1974,16.89975,0,42.485165
Trinidad and Tobago,TTO,1975,15.35975,0,32.481552
Trinidad and Tobago,TTO,1976,17.28825,0,36.524597
Trinidad and Tobago,TTO,1977,20.3215,0,35.655308
Trinidad and Tobago,TTO,1978,24.26025,0,32.082752
Trinidad and Tobago,TTO,1979,25.0765,0,24.694546
Trinidad and Tobago,TTO,1980,28.3325,0,19.534754
Trinidad and Tobago,TTO,1981,31.2095,0,19.360615
Trinidad and Tobago,TTO,1982,37.93125,0,21.474905
Trinidad and Tobago,TTO,1983,39.29725,0,18.668987
Trinidad and Tobago,TTO,1984,41.176,0,15.969291
Trinidad and Tobago,TTO,1985,42.152,0,16.895954
Trinidad and Tobago,TTO,1986,43.1345,0,18.23386
Trinidad and Tobago,TTO,1987,45.6935,0,12.22131
Trinidad and Tobago,TTO,1988,52.59425,0,11.073575
Trinidad and Tobago,TTO,1989,52.69475,0,9.94367
Trinidad and Tobago,TTO,1990,54.63375,0,14.867244
Trinidad and Tobago,TTO,1991,55.351654,0,13.957406
Trinidad and Tobago,TTO,1992,53.48801,0,19.862669
Trinidad and Tobago,TTO,1993,60.03314,0,17.295012
Trinidad and Tobago,TTO,1994,68.75722,0,13.183907
Trinidad and Tobago,TTO,1995,73.813225,0,15.0534
Trinidad and Tobago,TTO,1996,83.34405,0,17.402937
Trinidad and Tobago,TTO,1997,90.44337,0,10.274356
Trinidad and Tobago,TTO,1998,90.44337,0,11.790197
Trinidad and Tobago,TTO,1999,92.77739,0,20.85421
Trinidad and Tobago,TTO,2000,98.1304,0,20.640795
Trinidad and Tobago,TTO,2001,108.94411,0,19.182901
Trinidad and Tobago,TTO,2002,117.30721,0,21.746876
Trinidad and Tobago,TTO,2003,135.20102,0,20.747581
Trinidad and Tobago,TTO,2004,148.70535,0,22.764263
Trinidad and Tobago,TTO,2005,163.75308,0,20.109636
Trinidad and Tobago,TTO,2006,192.76155,0,21.98621
Trinidad and Tobago,TTO,2007,196.45027,0,25.017168
Trinidad and Tobago,TTO,2008,191.58104,0,26.624582
Trinidad and Tobago,TTO,2009,190.88472,0,25.51397
Trinidad and Tobago,TTO,2010,207.40086,0,26.458261
Trinidad and Tobago,TTO,2011,204.8132,0,24.849274
Trinidad and Tobago,TTO,2012,202.35985,0,23.729593
Trinidad and Tobago,TTO,2013,203.5563,0,26.728502
Trinidad and Tobago,TTO,2014,205.10089,0,23.999119
